,left_elbow,right_elbow,left_shoulder,right_shoulder,left_hip,right_hip,left_knee,right_knee
0,168.56605089580916,169.05880659579609,169.6981009442021,17.702380439351522,177.20557677332675,177.3421131245342,178.55019872454338,178.35345791548238
1,164.4072867093481,167.57915438008143,9.042605220883523,16.50002910940796,176.79682403702384,175.9317542771863,179.1234613395456,179.01608044175504
2,160.027174726559,167.2684161974438,8.349452882077482,15.914396467966228,176.2699158286597,175.4084237352369,179.26972305959217,178.99562328515992
3,161.3387321781464,167.0176739918204,10.199430405489649,16.131815381502474,175.7973258261446,175.9436987081379,178.7302911834024,178.15491595047453
4,163.00370900701935,167.94115908250677,11.529556782528973,16.64845629678998,176.20338214691688,176.87679819990595,177.44837792058343,176.11528485929512
5,162.8668127620972,169.64715784676798,10.742968901623241,17.2545836354843,177.34312503067108,178.95106192438465,175.5999023447707,173.48929778179286
6,163.82356057948968,168.60814583329704,10.850534560160078,16.237594790462246,178.5515345923435,179.37322475953093,173.8862657059873,170.92580941366032
7,163.94519391564094,167.47639479414016,10.925153091925866,15.062892633159441,179.83495137931337,177.1958177753883,172.70483138083594,168.5093326826699
8,163.78379861403664,166.92321729704005,11.99184820747932,13.984757219042226,178.456158541088,175.00667993534287,172.22505797124833,165.84997293153805
9,163.72736552440807,167.377897273871,13.08415258421582,11.195979444881598,177.44289010288387,171.9903848872582,171.23931487215805,160.67324472504242
10,162.8019261354311,165.5589226252046,13.269271128657522,7.956994127083567,175.93658012556986,168.55302070640894,170.3397492991525,154.20381301696017
11,161.99287013554786,161.72662379803427,12.839809718920307,3.229889758978626,174.82782998699977,166.94336789780124,170.0629882079092,151.75060693022868
12,166.2849300969052,158.41898405714355,15.802733769394203,0.5389028945888098,172.65169245865377,163.07433509109057,168.31250709963774,146.0077904775686
13,168.1421637339294,160.35046280789248,17.01221703843512,2.3066128988515864,171.79743939469662,161.31239862159217,166.39907267871936,144.35344262099073
14,168.8973183685762,161.05786774652557,18.092367294901006,5.135863619229036,170.1919954592201,160.6492210732727,166.69098847616178,140.13434476498193
15,172.72195056599972,158.19347335530622,21.054221159460276,9.59093680000491,168.75082705632985,160.44188975260403,167.1516657557565,136.78894414235302
16,172.37195499328325,153.89885416684842,20.775260612550344,12.301275545655633,167.73163675248546,163.35910485209445,169.24591912491394,140.82801486705137
17,169.02455718940823,147.3201586985828,18.444566399797846,13.276599137376051,166.36167890918043,166.77218915313773,167.70776498841835,144.06002334246458
18,170.50551845617736,137.92267821507744,13.931130416328946,12.074632392395712,166.0416152803238,172.95655438568159,165.96505016890382,152.24615987876288
19,175.48495257284026,125.88136922535668,11.148670326415388,8.570150793461025,165.90656704051486,179.3542796942422,164.0965983322816,163.1217568668741
20,167.95968898405903,93.26775058360342,9.901981271077931,3.8004821222269993,163.9757894450914,176.03126140875972,160.75827001658743,173.13287372910983
21,166.2732361329495,129.99360192957263,12.128325079250692,1.4475051663676786,172.38149941362607,172.4953587516353,156.37228494017117,174.04371533449776
22,13.000156050975539,124.10882640965,16.238182113627953,1.9953415778080585,173.70719098359714,170.08848953516636,171.96803720828487,170.1341146134651
23,26.59376664301944,119.69037475858411,22.228042366070824,5.301547998513788,172.5597449960738,167.1175970150038,171.23634662379845,164.53809915695848
24,59.78762393660151,110.13277900136717,23.964314252897363,6.632806487417275,170.9518062355213,165.02716079402867,168.65019551504287,157.20165969987457
25,47.80787768158863,101.08565443742732,27.17008429257313,8.739153906662757,169.67618813953695,165.63749526750414,168.1676389482421,153.45256358481743
26,59.42131041690579,84.79812817586281,16.94102952383638,8.263650206900497,169.7813102350466,169.2991922304386,167.24537400663507,156.6254150228252
27,51.7919436127483,77.01183441262104,14.000210156828556,7.434720118828724,171.8439479158602,171.50467494581045,168.61496932233783,161.40598309181325
28,76.00927114295787,78.94238740174102,12.828406447893041,7.68503143700985,174.03092349153894,173.4295422696003,170.6033115430296,165.1192836112154
29,135.8737630047048,155.57859698718576,3.0631328064836736,9.26913528236054,177.10223128534938,164.63019145329415,168.3280432341911,151.196302817541
30,133.73167479199225,154.7838978993109,2.180633677406178,12.426615060781462,176.09171989337636,163.40719024664253,165.45678320698664,152.27437985724924
31,135.7592547455951,169.38850768537708,6.691312951407209,14.563094214804993,172.31631349603856,162.73960672795755,160.73187118408745,157.37369788110777
32,151.5334418060939,171.12896073940203,15.483427516414986,17.392581607722903,173.53402503624704,163.07168042620555,158.3904067874616,164.34083941241144
33,157.94420048855028,167.31891561922748,19.34373933939564,19.368970945273826,176.1257338666655,163.96326683710166,159.550736790531,167.60905277601853
34,155.89354605857795,164.50151676774436,20.106858171332117,21.738082180530224,178.8308010489684,164.7427341420099,161.00610153887027,166.84976669514228
35,151.55293648102324,153.84449903003738,18.778006143414856,22.3893076536123,179.12229158625252,163.2939600394465,162.43902180365737,163.94260314009065
36,149.26808866953073,61.20408829485236,19.14117113768294,26.407881660843568,176.6204764018715,162.79019473866342,161.8287722648304,160.74134538729743
37,67.60667297165051,43.90036449263013,20.784024922947978,30.09586608277283,174.75719504106965,162.7825562836829,162.05067248110075,159.1921124528854
38,130.3096131063531,85.9541222902322,16.58881742616315,26.920954631414393,174.40515293872582,161.81631193639697,161.93303160431765,156.44605747160617
39,142.1582142982805,128.77905216609264,9.825614774727999,20.961720231743524,173.43677659987034,162.56707592914404,161.58212341077618,155.3515537556093
40,145.23530402058606,132.1803304966611,15.346101557134384,15.40657938219176,173.65900120909407,162.35509582255588,161.45945468791479,153.41613965413245
41,171.2156506835338,158.59479533989634,8.688141477634678,15.183682579657734,173.7727631562886,162.06270286390125,162.02486903903437,152.25546827736503
42,178.8516440322498,172.54102324156057,11.501536427504341,15.88992746626439,172.4051115616347,162.52859035574954,163.57484839784405,152.66804949735032
43,143.51596551077415,174.38633306774193,3.503524816078513,15.943752157430144,171.0160675409092,160.53746752150192,162.84019904203134,150.05335325316273
44,87.72111681217136,171.32672493306262,18.028812750912053,15.577856185757007,174.43650290717426,160.37996121871052,155.7649669404234,149.4610505119777
45,70.24390438978021,170.56789352672558,19.556285760101723,17.189039437837785,177.25886949872807,161.96790172566307,138.813820040471,150.45928863632926
46,74.12788430596379,168.3420819839412,20.445447592693764,19.55948370037983,169.2434378624172,164.57545353578374,119.23478605948765,152.59335942049222
47,84.67697498211926,169.1456721414513,23.22317551311621,22.782856318881326,167.3808072083954,165.1523668133222,119.83180579452436,151.82428193678658
48,98.58007126788453,170.81749404197748,26.973538940496727,27.572793990716555,159.18762630582012,161.61213545847116,112.71911870610417,148.6702545482835
49,109.25205299346109,174.00524750038923,32.77219720574258,33.535200283654795,152.35795674565668,160.7364919872985,116.52018346921702,149.17536199004303
50,107.76657038475584,173.45417393382436,37.38215005684892,35.82050772276594,145.2628619694568,167.07007498612862,125.82633830836886,154.68894329416162
51,113.90421241069812,171.5104078781317,34.04060698899117,37.459571840214515,143.70731778832055,168.8121776875406,133.59831085568595,154.83604897625062
52,133.7436658338078,168.3044646825496,23.887288654739372,36.330409167226954,142.17639226703332,176.493028209659,141.5052528548114,159.11960564756785
53,160.63454986489452,168.8880661885032,19.517245379764475,35.096209984299406,150.2652078021626,179.99007410508887,150.73690495040083,160.46862087610697
54,177.06333670928277,170.06201731791086,3.6636276291703074,35.844632261541115,156.55858464815037,179.63759880944235,152.7204182515167,157.98998970916045
55,173.70715840440846,160.81358913096446,5.908199730578911,31.002680486209808,159.69230684225283,174.6000100582272,154.24312637262565,159.1684936259796
56,174.6564584795477,154.15321651554194,2.9645744802367586,29.988658058764134,157.97491563621065,173.7186536122079,152.90388800287988,157.3960717796476
57,105.30939376498777,113.24244563256137,6.255479608082319,16.91509711974396,155.85424871387363,171.13755531882637,152.40469289462885,158.15292757192552
58,74.29039794445735,73.65005927089555,19.424878731238277,2.658864056583083,154.65112663979843,168.4363589347589,152.45358021210004,159.85764175583822
59,109.2606722406693,55.96321091125818,38.12343535184658,9.049701818732254,153.88187260081824,167.80501586015168,152.04653928197342,161.23302618705875
60,147.94308903939125,51.99929311124177,62.16811180751318,21.28060096637415,151.61377843760192,166.9154716677859,150.29818092016163,162.60277466858633
61,157.96928765161434,57.74215158694558,69.78781716867759,26.924189097022936,151.35689887653885,166.24294548920443,149.8817384884641,163.70206769515661
62,157.1041426219348,71.36750383112279,71.43492010779731,29.207572034843277,151.8821302521594,166.19535996488918,150.52454208821754,164.16753532742032
63,157.19298133000902,86.27111122241661,72.74937128079927,31.06197143561341,151.15044011384296,166.24325725243412,149.70346025178776,164.49730243988893
64,155.72995301104726,90.82113294449543,72.38868182775651,32.24410461852053,150.8008671250001,166.27507458895715,149.5796791091342,165.15460121881426
65,155.06370410564165,92.1221080928714,71.49889330509576,32.482209802463636,150.76987069892277,166.6137612873766,149.57669610217465,165.62652471545735
66,151.29995920072878,92.91654559723433,72.45140789771106,32.543206961365584,149.8440491647883,166.3174962187471,148.92150906313108,166.81117863726797
67,151.2844373156129,92.35579274140521,73.3552608873385,32.72683897353559,148.52611962610877,166.12415141883446,147.78382050068114,167.63223680526772
68,148.4995273293103,91.06733041233718,74.01578914425836,33.86702633570157,148.0474271589535,165.8271268935648,146.43034485746603,168.63334970459871
69,146.9250301896629,90.27726219185598,75.26758320376685,34.36338771829845,147.7294554692467,164.57244301445346,144.70644679411123,169.7398048759316
70,147.25793162970066,91.67747361454653,75.63933560112501,33.9029665066446,149.6171265095765,163.90586319890926,144.61261252798764,168.8455554118823
71,152.2641577189856,94.54267201237927,78.63804186333022,33.091690733028315,150.0054489961654,165.5581338503035,143.728348786377,162.92279857152917
72,153.64862577897296,95.93980928482358,78.52002882233324,33.32846072866067,154.3090498878236,168.43727201495588,145.49980867581456,151.71482408765328
73,154.6392717309147,98.1396216596604,78.9842982504643,33.513177940382924,156.95013467479066,174.5032686139599,146.05951280612743,136.60356086128473
74,155.82822006655036,99.53280734029579,79.64130671081539,34.61921210432782,161.6137767514347,179.24753310644215,149.50345003108458,120.68653360853192
75,155.0339875994324,99.55014193516239,78.49840488080734,37.46310810724821,166.63772247059956,173.5704829380721,153.41365174378205,116.59937871269092
76,153.77040400777315,98.28480521456629,79.21282846758574,40.526829095622794,166.5655791045946,165.09050856179994,152.79921453496158,119.9166532221088
77,153.99603926845552,97.88202570317482,80.4257227613702,42.01578027258161,166.4354068380612,159.04998970521868,153.17656768742984,124.80696075011811
78,153.68144820411578,97.14153619671377,80.49120797456112,44.20200886763271,168.7792064538467,155.32967150523766,158.07657142459033,134.9415183925605
79,153.74527419469442,98.33069061212012,80.78316689842973,43.01048677493344,171.25773593551614,151.91219420533,157.8157852424151,143.19711693450228
80,168.78220817211135,99.23942311731426,87.93318543155412,41.932917590306815,172.3677170638072,151.78420167340158,155.83465749865556,151.1678218424235
81,177.80550225163663,96.25249025768005,93.27316654688369,40.19795122869474,175.53082476583842,153.70843815281654,156.5628487398862,153.64632739295823
82,164.60852936173816,94.1744617482767,96.22032404473933,34.368734198815446,178.5207538377924,154.73661487435177,155.16946915441807,153.32276159806645
83,166.08155332671086,91.67280576648697,93.72947816845878,27.73432019742851,179.39858725500278,159.1067494629219,153.25959320373371,153.56436748935303
84,175.78075721637754,79.50889674313855,84.57263996871258,17.769884089426103,178.04861161704085,157.2938851214074,151.03292060190708,151.2429811180696
85,156.79118984594547,75.65386268435319,75.40266991939201,7.277218968190647,179.2554037661707,156.62314722242837,152.08401872869229,148.85246117911203
86,96.81572765690213,66.81451477975143,36.044388434384715,5.306169086227166,177.0990184413157,156.6088419935979,151.62281785410684,150.68696944718653
87,71.97775874671717,62.53091695081451,22.248699141985583,15.341564396519795,178.39866939381196,155.30324922274136,153.1075097124915,150.67817384684517
88,74.04483809663364,107.86673506765726,9.970267102943073,30.75725280963781,176.0757593998779,153.80292187011977,154.75549575643547,149.74129541642665
89,150.41225763422653,150.34185014800352,9.479450264830678,52.35080985190072,173.7418088654448,153.50478152069385,157.03439445943704,148.9095516769431
90,132.43302911040854,158.37000563918778,12.025242840757759,66.27464311485427,171.85960515716357,150.38593983764096,158.66979619450203,147.0764307740608
91,109.74416185963298,156.4955359725905,20.970060058425094,69.40524296458592,168.4857338961151,151.04101659131425,161.6108918099549,145.36958340827715
92,109.48626464704887,154.79584635665623,26.67009310762702,68.67495110468614,166.33077115891237,153.59201997185434,163.2254505043892,145.8339258112744
93,108.8234732151766,157.04397970639226,27.81910785827566,71.02209966681349,169.80057540652226,155.5603312076531,152.3216074061679,146.35657430938085
94,106.1221614528754,167.13435821900143,30.044183181247487,74.3168040705164,173.17849886935505,157.89178338119797,141.6061036069734,147.2490297812816
95,109.21742202570378,167.6692517525247,31.574151650013622,73.35834973137743,178.88905925052543,161.15274396695352,127.99976028075884,149.02019136748342
96,116.86427421792447,169.7561320758113,32.53899204403997,74.83142774809168,172.66914203008608,162.62408172314395,126.64956552993335,150.4409925947015
97,114.03871894079577,171.1395658900965,31.789776835099577,74.97425746790599,170.10151880812217,164.77708535073268,134.95218902274783,150.07901781337708
98,111.49585860750469,172.28693496641895,31.06512122304443,75.01378640526745,165.31196322655921,165.50559731722018,143.9712055564559,150.58691174201226
99,111.08238950747256,165.7642515328591,30.695934436421677,72.40569821474118,159.35850853942853,167.18492673129637,145.00816411074376,151.7610963420792
100,116.0381031761158,165.35720371162412,26.531290806536944,71.77864407266787,154.6511682227426,170.75303997743075,147.98740863798312,153.9248701877566
101,112.49759817789064,164.4547111353164,27.26376999173722,70.33326211461335,159.35110221613627,173.4433087424209,156.24338344345398,154.45682944771767
102,110.70232405385457,168.33407535392814,24.137411040868347,71.80354913361846,162.67536905268116,175.91200223108044,157.67312983389328,155.46510319026908
