frame_number,0_x,0_y,0_z,0_visibility,1_x,1_y,1_z,1_visibility,2_x,2_y,2_z,2_visibility,3_x,3_y,3_z,3_visibility,4_x,4_y,4_z,4_visibility,5_x,5_y,5_z,5_visibility,6_x,6_y,6_z,6_visibility,7_x,7_y,7_z,7_visibility,8_x,8_y,8_z,8_visibility,9_x,9_y,9_z,9_visibility,10_x,10_y,10_z,10_visibility,11_x,11_y,11_z,11_visibility,12_x,12_y,12_z,12_visibility,13_x,13_y,13_z,13_visibility,14_x,14_y,14_z,14_visibility,15_x,15_y,15_z,15_visibility,16_x,16_y,16_z,16_visibility,17_x,17_y,17_z,17_visibility,18_x,18_y,18_z,18_visibility,19_x,19_y,19_z,19_visibility,20_x,20_y,20_z,20_visibility,21_x,21_y,21_z,21_visibility,22_x,22_y,22_z,22_visibility,23_x,23_y,23_z,23_visibility,24_x,24_y,24_z,24_visibility,25_x,25_y,25_z,25_visibility,26_x,26_y,26_z,26_visibility,27_x,27_y,27_z,27_visibility,28_x,28_y,28_z,28_visibility,29_x,29_y,29_z,29_visibility,30_x,30_y,30_z,30_visibility,31_x,31_y,31_z,31_visibility,32_x,32_y,32_z,32_visibility
18,0.5265418291091919,0.45330390334129333,-0.09143099933862686,0.9998175501823425,0.5258328914642334,0.44785910844802856,-0.08436666429042816,0.9994089007377625,0.5261774659156799,0.44769540429115295,-0.08438484370708466,0.9994312524795532,0.5264768600463867,0.4475635588169098,-0.08440016210079193,0.9994328022003174,0.5239201784133911,0.44836145639419556,-0.0899430438876152,0.9994603395462036,0.522834062576294,0.44857507944107056,-0.0899539440870285,0.9994552135467529,0.5216036438941956,0.4488335847854614,-0.08996719866991043,0.9994906187057495,0.5247709155082703,0.4492897391319275,-0.042328912764787674,0.9988393783569336,0.5178238153457642,0.4512474536895752,-0.0662180483341217,0.9987198114395142,0.5270265340805054,0.458183616399765,-0.07493042200803757,0.9996052384376526,0.5246107578277588,0.4586949944496155,-0.0818459540605545,0.999566912651062,0.5332180261611938,0.47615084052085876,-0.0028721457347273827,0.9998494982719421,0.5094642043113708,0.4831535220146179,-0.06169695407152176,0.999887228012085,0.5388208627700806,0.5112625360488892,-0.027628440409898758,0.9731684923171997,0.5121162533760071,0.5248792171478271,-0.06576962023973465,0.989483654499054,0.5331265926361084,0.5099025964736938,-0.10607501119375229,0.9485589861869812,0.5311198234558105,0.5432355999946594,-0.0832725316286087,0.9634972214698792,0.5300582051277161,0.5115423202514648,-0.12287916243076324,0.9053186178207397,0.5346729159355164,0.5477681756019592,-0.09515635669231415,0.9197260737419128,0.5286194086074829,0.5071995854377747,-0.1239607110619545,0.9080939292907715,0.5364819765090942,0.5441685318946838,-0.09634563326835632,0.9214022159576416,0.5291762351989746,0.5064533948898315,-0.10883772373199463,0.8895190358161926,0.5352102518081665,0.5420601963996887,-0.0824381485581398,0.9035682082176208,0.5260828733444214,0.5532821416854858,0.01910153590142727,0.9993399977684021,0.5110535621643066,0.5537437200546265,-0.01910359039902687,0.9996417760848999,0.5387728214263916,0.5974205136299133,0.009451055899262428,0.9760029315948486,0.5094537138938904,0.606356143951416,-0.030693411827087402,0.9813306331634521,0.5350178480148315,0.6448895931243896,0.06261017918586731,0.9681222438812256,0.502557635307312,0.6566075086593628,0.014024724252521992,0.9819634556770325,0.5311498641967773,0.6536977291107178,0.06595544517040253,0.8786438703536987,0.5014244914054871,0.662140429019928,0.016250217333436012,0.8920368552207947,0.5456615090370178,0.660851776599884,0.03611597418785095,0.9641823768615723,0.5028527975082397,0.6739652156829834,-0.024817410856485367,0.9743996262550354
19,0.5284310579299927,0.45499473810195923,-0.08910977095365524,0.9998350143432617,0.5278760194778442,0.4496660828590393,-0.08122172951698303,0.9994663000106812,0.5281916260719299,0.44939902424812317,-0.08123601973056793,0.9994860887527466,0.5284760594367981,0.4491386115550995,-0.0812421515583992,0.9994874000549316,0.5260388255119324,0.45014187693595886,-0.08725877106189728,0.9995130300521851,0.5250455737113953,0.45028313994407654,-0.08727011829614639,0.9995083212852478,0.5239590406417847,0.4504360556602478,-0.08727818727493286,0.9995400309562683,0.526536762714386,0.45045018196105957,-0.0375710129737854,0.9989475607872009,0.5200906991958618,0.4525761902332306,-0.06387306749820709,0.9988460540771484,0.5286282300949097,0.45949411392211914,-0.07227839529514313,0.9996427297592163,0.5261973142623901,0.4601811170578003,-0.07992956042289734,0.9996088743209839,0.5335590243339539,0.4759080708026886,-0.0006248900899663568,0.9998573660850525,0.5117172598838806,0.48317426443099976,-0.06069890409708023,0.9998959898948669,0.5387791395187378,0.5111142992973328,-0.02929866686463356,0.9719316363334656,0.5181804299354553,0.5241940021514893,-0.06306863576173782,0.9901134967803955,0.5291405916213989,0.5025742053985596,-0.11041160672903061,0.9498277306556702,0.5348883271217346,0.5399741530418396,-0.06948639452457428,0.965844452381134,0.5240652561187744,0.49949032068252563,-0.12764102220535278,0.907252311706543,0.5389357805252075,0.5445753931999207,-0.07968341559171677,0.9250311255455017,0.5237893462181091,0.4944749176502228,-0.12602132558822632,0.9097161889076233,0.5407429933547974,0.5408864617347717,-0.08245550096035004,0.9263726472854614,0.5250530242919922,0.4949035346508026,-0.11204499006271362,0.89033043384552,0.5394909381866455,0.5387414693832397,-0.06955868750810623,0.9072682857513428,0.5274555683135986,0.5533039569854736,0.02197611704468727,0.9993809461593628,0.5137045383453369,0.5537184476852417,-0.022015685215592384,0.9996609687805176,0.5402354598045349,0.5965648889541626,0.02559448778629303,0.9756913781166077,0.5120421648025513,0.6073437333106995,-0.03754625469446182,0.9829758405685425,0.5361348986625671,0.6451928019523621,0.07663162052631378,0.969897985458374,0.4996729791164398,0.6545271277427673,-0.0017339552287012339,0.9835124015808105,0.53221195936203,0.653824508190155,0.08149689435958862,0.886745274066925,0.4951593279838562,0.6604761481285095,-0.00013716486864723265,0.8955469131469727,0.5467446446418762,0.6606759428977966,0.05988965556025505,0.9663028120994568,0.5045099854469299,0.6739909052848816,-0.03951035439968109,0.9764409065246582
20,0.5295408964157104,0.4596569538116455,-0.07767405360937119,0.9998510479927063,0.5290745496749878,0.45499247312545776,-0.069694384932518,0.9995189309120178,0.5293523073196411,0.4546741545200348,-0.06970362365245819,0.9995365142822266,0.5295982360839844,0.454313188791275,-0.06970308721065521,0.9995376467704773,0.5273098349571228,0.4551120698451996,-0.07715132087469101,0.9995611310005188,0.5263310670852661,0.45503896474838257,-0.07716433703899384,0.9995568990707397,0.5252707004547119,0.45494401454925537,-0.07716993242502213,0.9995853900909424,0.5275717973709106,0.45487475395202637,-0.025276774540543556,0.9990488290786743,0.5217374563217163,0.45626160502433777,-0.058094002306461334,0.9989608526229858,0.5295439958572388,0.463697224855423,-0.060476917773485184,0.9996771216392517,0.5271375179290771,0.4644126892089844,-0.07003942131996155,0.9996472597122192,0.5334933400154114,0.4760119616985321,0.014852871187031269,0.9998664855957031,0.5132611393928528,0.48395970463752747,-0.06032403185963631,0.9999051690101624,0.5387728214263916,0.5098327398300171,-0.014307716861367226,0.968585193157196,0.5236521363258362,0.5241032838821411,-0.06398185342550278,0.9908196330070496,0.5278670787811279,0.49981409311294556,-0.09842594712972641,0.9481360912322998,0.5386998057365417,0.5364056825637817,-0.0613056905567646,0.9681609272956848,0.5230428576469421,0.4964214265346527,-0.12692637741565704,0.9037052989006042,0.5426511168479919,0.5399986505508423,-0.07055160403251648,0.93006831407547,0.5225551724433899,0.4923625886440277,-0.10740552842617035,0.905837893486023,0.5437405705451965,0.5366430878639221,-0.07394732534885406,0.9311254024505615,0.5240354537963867,0.4926384687423706,-0.09674405306577682,0.8849065899848938,0.542525053024292,0.535007894039154,-0.061464499682188034,0.9110477566719055,0.5279843807220459,0.5536574721336365,0.026025641709566116,0.9994169473648071,0.5159770846366882,0.5546796917915344,-0.02604217827320099,0.999679684638977,0.5414267778396606,0.5969467163085938,0.03700932860374451,0.975314199924469,0.5122244954109192,0.608522355556488,-0.04468635469675064,0.9845255613327026,0.5368247628211975,0.6463813185691833,0.08055280148983002,0.9716484546661377,0.49588140845298767,0.654154896736145,-0.02331766113638878,0.9849899411201477,0.5322390198707581,0.6559174060821533,0.08436460793018341,0.8950598835945129,0.49050313234329224,0.6605451107025146,-0.023197796195745468,0.9008739590644836,0.5483409762382507,0.6605908870697021,0.06803415715694427,0.9684569239616394,0.5043197870254517,0.6746605634689331,-0.0622129961848259,0.9784362316131592
21,0.5310793519020081,0.4617899954319,-0.06470102816820145,0.9998652338981628,0.5302998423576355,0.4573136568069458,-0.05702627822756767,0.9995659589767456,0.5304763317108154,0.45704469084739685,-0.0570354238152504,0.9995814561843872,0.5306477546691895,0.45671114325523376,-0.05703373998403549,0.9995824098587036,0.5288428068161011,0.4573904275894165,-0.0650506466627121,0.9996041655540466,0.5279597043991089,0.45724785327911377,-0.06506892293691635,0.9996004104614258,0.527025580406189,0.45714908838272095,-0.06507613509893417,0.9996260404586792,0.5282354950904846,0.45752444863319397,-0.01572462171316147,0.9991390109062195,0.5232080221176147,0.45860207080841064,-0.05103004723787308,0.9990640878677368,0.5309575796127319,0.4661438763141632,-0.04878663271665573,0.9997075200080872,0.5288608074188232,0.4666156768798828,-0.0590735599398613,0.9996815919876099,0.533534049987793,0.4781031012535095,0.019469711929559708,0.999869704246521,0.5144941806793213,0.4856109321117401,-0.0598280243575573,0.9999134540557861,0.5385790467262268,0.5095506310462952,-0.013634754344820976,0.9568044543266296,0.5274022817611694,0.5235202312469482,-0.0647183507680893,0.9914657473564148,0.5280894041061401,0.49958711862564087,-0.08914355933666229,0.9348137378692627,0.5412828326225281,0.5344594717025757,-0.05189367011189461,0.9698792099952698,0.523955225944519,0.49670740962028503,-0.1097647100687027,0.8852452635765076,0.5453882813453674,0.5368705987930298,-0.059976719319820404,0.9338310956954956,0.5235118269920349,0.49272599816322327,-0.10070747137069702,0.8871098160743713,0.5461863875389099,0.5339693427085876,-0.0629129707813263,0.9346091747283936,0.5249792337417603,0.49314650893211365,-0.08959263563156128,0.8641514778137207,0.5446082353591919,0.5328193306922913,-0.05180765315890312,0.9131587743759155,0.5289098620414734,0.5569652318954468,0.026218866929411888,0.9994460344314575,0.5172911882400513,0.5581814646720886,-0.026213690638542175,0.9996982216835022,0.5422928929328918,0.5975140333175659,0.03873265162110329,0.9747785329818726,0.5124660134315491,0.6115105152130127,-0.04677996411919594,0.9859300851821899,0.5368236303329468,0.6477413773536682,0.08806221187114716,0.9728997349739075,0.49309244751930237,0.6544122695922852,-0.026417410001158714,0.9863248467445374,0.5320910215377808,0.6574910283088684,0.09090211987495422,0.9018414616584778,0.4878576695919037,0.6607247591018677,-0.02629472315311432,0.9057623147964478,0.5490317940711975,0.6605552434921265,0.07338650524616241,0.9701487421989441,0.504133403301239,0.6760480403900146,-0.06415177136659622,0.9802501201629639
22,0.5325755476951599,0.4652276039123535,-0.04513121023774147,0.9998770952224731,0.5319402813911438,0.4600561857223511,-0.03871684893965721,0.9996070265769958,0.5320607423782349,0.4598306119441986,-0.03872475400567055,0.999620258808136,0.5321493744850159,0.45955678820610046,-0.03872501477599144,0.9996212720870972,0.5306493639945984,0.4599900245666504,-0.04814299941062927,0.999642014503479,0.5298143029212952,0.45978304743766785,-0.048157699406147,0.9996387362480164,0.5288800001144409,0.4595668911933899,-0.048167385160923004,0.9996618628501892,0.5291236639022827,0.46009042859077454,-0.004438407253473997,0.9992161989212036,0.5250109434127808,0.460674911737442,-0.04605305939912796,0.9991565346717834,0.532126784324646,0.469821959733963,-0.0317486971616745,0.9997337460517883,0.530309796333313,0.46997153759002686,-0.04389669746160507,0.9997119903564453,0.533510148525238,0.48285773396492004,0.028541143983602524,0.9998674988746643,0.5167508125305176,0.48759952187538147,-0.061316125094890594,0.9999211430549622,0.5384455919265747,0.5115330219268799,0.00023325489019043744,0.9237472414970398,0.5295521020889282,0.5236688256263733,-0.06655045598745346,0.9921058416366577,0.5292631983757019,0.5050868988037109,-0.06822153180837631,0.8985909223556519,0.5448362231254578,0.5337666273117065,-0.04637543112039566,0.9716305136680603,0.5263985991477966,0.5031659603118896,-0.08256624639034271,0.8452123999595642,0.5482358932495117,0.5362292528152466,-0.05353447049856186,0.9376230239868164,0.5254756212234497,0.4988434612751007,-0.08028549700975418,0.84726482629776,0.5489533543586731,0.5338680744171143,-0.055393822491168976,0.9381135106086731,0.5263298749923706,0.49948742985725403,-0.07016192376613617,0.8231717348098755,0.5475711226463318,0.5329087972640991,-0.045716192573308945,0.9155611991882324,0.5289289951324463,0.5591388940811157,0.028200844302773476,0.9994665384292603,0.5184706449508667,0.560016393661499,-0.028199365362524986,0.9997075796127319,0.5432866811752319,0.5974107980728149,0.04046682268381119,0.972557008266449,0.5129705667495728,0.612217366695404,-0.04137827828526497,0.9871094226837158,0.5363215208053589,0.6487547755241394,0.08835374563932419,0.9730507731437683,0.4925008714199066,0.6545270681381226,-0.019584819674491882,0.9874579310417175,0.5314150452613831,0.6587161421775818,0.09150275588035583,0.9065895080566406,0.487051397562027,0.6616671085357666,-0.01912064664065838,0.9100142121315002,0.5495280027389526,0.6604343056678772,0.07328136265277863,0.9709335565567017,0.5036744475364685,0.6763636469841003,-0.053293365985155106,0.9817553758621216
23,0.5343791246414185,0.4665431082248688,-0.022839490324258804,0.9998830556869507,0.5332971811294556,0.4615793824195862,-0.018384400755167007,0.999637246131897,0.5332510471343994,0.461340069770813,-0.018392283469438553,0.9996483325958252,0.5331622958183289,0.4610336422920227,-0.018397081643342972,0.9996494650840759,0.5322881937026978,0.4614858031272888,-0.02823195978999138,0.9996700882911682,0.5315872430801392,0.4612279236316681,-0.028244704008102417,0.9996682405471802,0.5307866334915161,0.4609505236148834,-0.028256690129637718,0.9996888041496277,0.5296912789344788,0.4617742896080017,0.006681161466985941,0.9992691874504089,0.5267443656921387,0.46226420998573303,-0.03707534819841385,0.999236524105072,0.5335813164710999,0.4713178277015686,-0.012788794934749603,0.9997515082359314,0.5321440100669861,0.4713515341281891,-0.025520116090774536,0.9997358322143555,0.5334633588790894,0.4866088032722473,0.03219103440642357,0.9998571276664734,0.5182497501373291,0.48989638686180115,-0.05907273292541504,0.999927282333374,0.5393760204315186,0.5141347646713257,0.0025329184718430042,0.8761937022209167,0.5285176038742065,0.5267179012298584,-0.06123865768313408,0.9921184778213501,0.5329403281211853,0.5069447755813599,-0.06237863749265671,0.8437292575836182,0.5428115725517273,0.5348129868507385,-0.029947469010949135,0.9707662463188171,0.5301312208175659,0.5044179558753967,-0.0755583643913269,0.789271891117096,0.5459913015365601,0.5374223589897156,-0.035413406789302826,0.9368107318878174,0.5293456315994263,0.5002840161323547,-0.07347480952739716,0.7919918894767761,0.5465908050537109,0.5348844528198242,-0.036853134632110596,0.936698317527771,0.5300346612930298,0.5014845728874207,-0.06437548249959946,0.7696441411972046,0.5454532504081726,0.5338781476020813,-0.029049228876829147,0.9102483987808228,0.5295164585113525,0.5619839429855347,0.02832055650651455,0.9994903802871704,0.5199723839759827,0.5627380609512329,-0.0283457450568676,0.9997087717056274,0.5440714955329895,0.59758061170578,0.04165616258978844,0.9685282707214355,0.5132197141647339,0.6133242845535278,-0.029270121827721596,0.9879068732261658,0.5358999371528625,0.6508257389068604,0.08632941544055939,0.9722130298614502,0.4926919937133789,0.6546568870544434,-0.003005990292876959,0.9883340001106262,0.5312671065330505,0.6602433323860168,0.0894394963979721,0.9097069501876831,0.4877450466156006,0.6615173816680908,-0.0007276507094502449,0.9127991199493408,0.5483402609825134,0.6612163186073303,0.07330741733312607,0.9708098769187927,0.5012611746788025,0.6758083701133728,-0.0246735792607069,0.9828145503997803
24,0.5353866815567017,0.46703651547431946,-0.02018241211771965,0.9998871088027954,0.5342016220092773,0.4620731472969055,-0.016081882640719414,0.9996647834777832,0.534038782119751,0.46187150478363037,-0.016097351908683777,0.9996737837791443,0.533831775188446,0.4616146385669708,-0.01610717736184597,0.999675989151001,0.5335532426834106,0.46200188994407654,-0.02611376903951168,0.9996953010559082,0.5329543352127075,0.4617510437965393,-0.026126299053430557,0.9996940493583679,0.5322876572608948,0.46146199107170105,-0.026134446263313293,0.9997127652168274,0.5300376415252686,0.46245843172073364,0.007021722849458456,0.9993183612823486,0.5281527638435364,0.462775856256485,-0.03724060207605362,0.9993076920509338,0.5342905521392822,0.4716964662075043,-0.01087854988873005,0.9997672438621521,0.5333089232444763,0.4717102348804474,-0.023750821128487587,0.9997566938400269,0.5325561165809631,0.4888496398925781,0.03494412824511528,0.9998387694358826,0.5195134878158569,0.4919712543487549,-0.058886975049972534,0.9999321699142456,0.5394404530525208,0.5158278942108154,0.012894670478999615,0.8111827373504639,0.5267955660820007,0.5300782322883606,-0.055675048381090164,0.9914939403533936,0.5377029180526733,0.5119922161102295,-0.05072703957557678,0.7771033644676208,0.5414778590202332,0.5357601046562195,-0.025076434016227722,0.967596173286438,0.5369767546653748,0.5066977143287659,-0.06279982626438141,0.7288454174995422,0.5446304082870483,0.539023220539093,-0.030610879883170128,0.9333148002624512,0.5353553295135498,0.5020455121994019,-0.06365775316953659,0.7324152588844299,0.5453263521194458,0.5360985398292542,-0.03240063041448593,0.9326439499855042,0.5351868867874146,0.5037057995796204,-0.05388521030545235,0.7123180031776428,0.5441521406173706,0.5346543788909912,-0.024377169087529182,0.9015734791755676,0.5294943451881409,0.5630618333816528,0.029059145599603653,0.9994909167289734,0.5201588869094849,0.5641523599624634,-0.029067780822515488,0.9996911883354187,0.5445543527603149,0.5975516438484192,0.044537708163261414,0.9648345708847046,0.5130635499954224,0.6141693592071533,-0.026485439389944077,0.9886109232902527,0.5357245206832886,0.6516018509864807,0.08150672167539597,0.9718250632286072,0.4925803244113922,0.6569560766220093,-0.003084000200033188,0.9891487956047058,0.5312613844871521,0.6610360741615295,0.08374299108982086,0.9130864143371582,0.4879082143306732,0.6637874841690063,-0.001701172674074769,0.9165891408920288,0.5479825735092163,0.6614069938659668,0.07183554023504257,0.9708239436149597,0.501164436340332,0.6757916212081909,-0.02818409539759159,0.9838269948959351
25,0.5361191034317017,0.46936628222465515,-0.019535532221198082,0.9998865723609924,0.5349970459938049,0.4639657437801361,-0.015559186227619648,0.999683141708374,0.534793496131897,0.463730126619339,-0.015569825656712055,0.9996894001960754,0.5345432758331299,0.4634486734867096,-0.01557833980768919,0.9996924996376038,0.5344567894935608,0.46391886472702026,-0.02600940689444542,0.9997128844261169,0.5338954329490662,0.463642954826355,-0.026021357625722885,0.999713122844696,0.5332813858985901,0.46331796050071716,-0.02603606879711151,0.9997302293777466,0.5306667685508728,0.4642817974090576,0.006734294351190329,0.9993356466293335,0.5292086601257324,0.46450966596603394,-0.039564408361911774,0.9993693232536316,0.5348016023635864,0.47383469343185425,-0.010446286760270596,0.9997738003730774,0.5340133905410767,0.47369593381881714,-0.02395002730190754,0.9997732639312744,0.5316671133041382,0.49144914746284485,0.03680001571774483,0.999809205532074,0.5199876427650452,0.4937024414539337,-0.059418462216854095,0.9999369382858276,0.5393553376197815,0.5163794159889221,0.0221245139837265,0.7465863823890686,0.5243345499038696,0.5337947607040405,-0.05633635073900223,0.9911766648292542,0.5404561758041382,0.5155050754547119,-0.03720073029398918,0.7190638780593872,0.5399460792541504,0.5366967916488647,-0.02890944853425026,0.9672783613204956,0.541610598564148,0.5152674913406372,-0.04729743301868439,0.6777333617210388,0.5430556535720825,0.5395556688308716,-0.03401807323098183,0.9337190389633179,0.5402268171310425,0.5102980136871338,-0.048753686249256134,0.6819747686386108,0.5438268184661865,0.5369688272476196,-0.03569873049855232,0.93268883228302,0.539421796798706,0.5105423927307129,-0.04044347256422043,0.6636748909950256,0.5427290797233582,0.5350509881973267,-0.02802680805325508,0.8993346691131592,0.5294316411018372,0.5655857920646667,0.02888946235179901,0.9994730353355408,0.5208254456520081,0.5667549967765808,-0.02890145219862461,0.9996636509895325,0.5449047684669495,0.5976356863975525,0.046655185520648956,0.9611237645149231,0.5128641128540039,0.6151466965675354,-0.025255078449845314,0.9890407919883728,0.5356229543685913,0.6527974605560303,0.0823056772351265,0.9702584147453308,0.492107093334198,0.659609317779541,-0.0040670777671039104,0.9897230863571167,0.5312455892562866,0.6615768671035767,0.08464252948760986,0.9149269461631775,0.48719993233680725,0.6668146252632141,-0.0030083649326115847,0.91966313123703,0.5475748777389526,0.6617791056632996,0.07139147818088531,0.9694837927818298,0.5007591247558594,0.6758185625076294,-0.029366370290517807,0.9843887686729431
26,0.5364875793457031,0.4693946838378906,-0.0345115028321743,0.9998852610588074,0.535297155380249,0.4644166827201843,-0.029915958642959595,0.9996848702430725,0.5350995659828186,0.46425771713256836,-0.029930636286735535,0.9996868968009949,0.5348434448242188,0.4640626311302185,-0.029940074309706688,0.9996985197067261,0.5346759557723999,0.46445462107658386,-0.04058954492211342,0.9997166395187378,0.5340734720230103,0.4643322825431824,-0.040595050901174545,0.9997172355651855,0.533429741859436,0.4641738831996918,-0.04061282053589821,0.9997298121452332,0.5311223268508911,0.4653964936733246,-0.005103595554828644,0.999327540397644,0.5295690894126892,0.46579211950302124,-0.05198831111192703,0.9994012117385864,0.5353667736053467,0.4740757346153259,-0.024380329996347427,0.9997628331184387,0.5344685912132263,0.4739187955856323,-0.03831728547811508,0.9997785091400146,0.5318993330001831,0.49330779910087585,0.02718428708612919,0.9998160600662231,0.5208312273025513,0.4935406446456909,-0.07198522239923477,0.9999347925186157,0.5392963886260986,0.5211998224258423,0.05102215334773064,0.7350811958312988,0.5235869288444519,0.532938539981842,-0.08537440747022629,0.9915627241134644,0.5507736802101135,0.5360411405563354,0.032088615000247955,0.7387447953224182,0.5380460619926453,0.5398175716400146,-0.08319790661334991,0.969874918460846,0.5546770691871643,0.5391992926597595,0.02886677347123623,0.6988229751586914,0.5414148569107056,0.5442003607749939,-0.09329812228679657,0.9389834403991699,0.5551099181175232,0.538296639919281,0.019471261650323868,0.7039355635643005,0.5431399345397949,0.5422865748405457,-0.09340409934520721,0.9379262924194336,0.5535277128219604,0.5375139713287354,0.027113482356071472,0.6857699155807495,0.541977047920227,0.5402488708496094,-0.08271480351686478,0.9060128331184387,0.5300644040107727,0.565552830696106,0.028770452365279198,0.9994852542877197,0.5207914113998413,0.5671675801277161,-0.028764501214027405,0.9996358752250671,0.5458057522773743,0.5977911353111267,0.03811728209257126,0.9621899724006653,0.5131553411483765,0.6155332326889038,-0.029611861333251,0.9899024367332458,0.5361173152923584,0.6524049043655396,0.07818163931369781,0.9713950157165527,0.49255114793777466,0.6595380902290344,-0.00459624920040369,0.9905726313591003,0.5316590666770935,0.6610934734344482,0.081059031188488,0.9193652868270874,0.4854365289211273,0.6639515161514282,-0.0032434253953397274,0.9240514039993286,0.547839343547821,0.6616385579109192,0.06656703352928162,0.9704326391220093,0.49624720215797424,0.6747883558273315,-0.03060399368405342,0.9854353070259094
27,0.5380316376686096,0.46918991208076477,-0.041751690208911896,0.9998943209648132,0.5369612574577332,0.4643634855747223,-0.03711776062846184,0.9997103810310364,0.5367293953895569,0.46422258019447327,-0.037125520408153534,0.9997114539146423,0.5364278554916382,0.4640348255634308,-0.03713071718811989,0.9997233152389526,0.5364519357681274,0.46436652541160583,-0.04768780618906021,0.9997397065162659,0.5358856320381165,0.4642412066459656,-0.047693196684122086,0.9997400045394897,0.5352574586868286,0.46406492590904236,-0.047707222402095795,0.9997503161430359,0.5322591662406921,0.46545058488845825,-0.010501973330974579,0.9993767738342285,0.5310569405555725,0.46559563279151917,-0.06355582177639008,0.999454140663147,0.5369141697883606,0.47434303164482117,-0.03128161281347275,0.9997782111167908,0.5360963940620422,0.47420650720596313,-0.044734351336956024,0.9997971057891846,0.5318610668182373,0.4962535798549652,0.022350218147039413,0.9998269081115723,0.5219812989234924,0.4928547739982605,-0.08051835000514984,0.9999372959136963,0.5388635993003845,0.5313532948493958,0.0486045703291893,0.72011798620224,0.5149124264717102,0.5315994620323181,-0.09856540709733963,0.9918168187141418,0.5531089901924133,0.5500897169113159,0.03314768522977829,0.7567604184150696,0.5320244431495667,0.5405290126800537,-0.10090252012014389,0.9717063307762146,0.557203471660614,0.5562493801116943,0.031405024230480194,0.7183636426925659,0.5352508425712585,0.5452195405960083,-0.11190304905176163,0.9427428841590881,0.5576401948928833,0.5551376342773438,0.020624276250600815,0.7240200638771057,0.5376983880996704,0.5428119897842407,-0.11021784693002701,0.9414715766906738,0.5563684701919556,0.5531876683235168,0.027765493839979172,0.7062643766403198,0.5369789004325867,0.5407761335372925,-0.09985729306936264,0.9097074866294861,0.5298728346824646,0.5670076012611389,0.03007618710398674,0.9994962215423584,0.5211726427078247,0.5686359405517578,-0.03008536621928215,0.9996125102043152,0.5462799668312073,0.5983930230140686,0.04662958160042763,0.9625128507614136,0.5129963159561157,0.6180517673492432,-0.026458170264959335,0.9906938672065735,0.5361872315406799,0.6528425216674805,0.08771862089633942,0.9724588394165039,0.49210697412490845,0.659575343132019,0.0036036926321685314,0.9913780689239502,0.5317695736885071,0.6610894203186035,0.0905163437128067,0.9234713912010193,0.48625653982162476,0.6643047332763672,0.005495657678693533,0.9286986589431763,0.548535943031311,0.6616538763046265,0.07675610482692719,0.9714296460151672,0.49670910835266113,0.6748214364051819,-0.02266128547489643,0.9864442348480225
